,mol,Eafw,Earev,dErxn,ETS,ERt,EPr,enan,HRt,HPr,HTS,Hafw,dH,rxn_smiles
317,3cMebp5,10.26103492,22.87334784,-12.61231292,-2277333.4408237827,-2277343.7018509507,-2277356.3141543423,R,-2276968.041705574,-2276977.744249732,-2276957.851586923,10.190118650905786,-9.702544157858938,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
318,3cMebp1,8.772582447000001,13.01768404,-4.245101592,-2277334.908567334,-2277343.681143154,-2277347.926241539,S,-2276968.638466633,-2276971.207488479,-2276959.520760863,9.117705769836904,-2.569021846167743,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
319,3cMebp2,6.426324523,17.42280055,-10.99647602,-2277336.659317444,-2277343.085637113,-2277354.082104829,S,-2276967.74301129,-2276976.726430134,-2276961.0487452783,6.694266011938453,-8.98341884370893,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
320,3cMebp3,7.565254219,20.74546321,-13.18020899,-2277335.3848466654,-2277342.9500951692,-2277356.130294205,S,-2276967.265476941,-2276978.748264132,-2276959.766744391,7.498732550069691,-11.482787190936506,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
321,3cMebp4,9.726396847,21.67354972,-11.94715288,-2277331.097077668,-2277340.8234671685,-2277352.770611019,S,-2276965.453858458,-2276975.627661875,-2276955.6339701167,9.819888340774924,-10.173803417012095,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
322,3cMebp5,13.10992793,21.92455351,-8.814625581,-2277328.928406564,-2277342.0383245917,-2277350.852943515,S,-2276966.388846868,-2276973.733212204,-2276953.624686299,12.764160569291564,-7.344365336000919,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
323,3cbp1,8.864826339,13.12185061,-4.2570242710000015,-2228005.277108355,-2228014.141927998,-2228018.398949054,S,-2227673.299746995,-2227676.634329821,-2227664.735504163,8.56424283189699,-3.3345828261226416,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
324,3cbp2,6.521705963,17.20254472,-10.68083876,-2228006.892316521,-2228013.414017558,-2228024.0948482472,S,-2227672.8203301188,-2227681.882815097,-2227666.33753464,6.482795478776097,-9.062484978232533,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
325,3cbp3,7.911011939,20.47877168,-12.56775975,-2228005.582705238,-2228013.493711201,-2228026.0614614533,S,-2227672.706123481,-2227683.749026863,-2227664.926894408,7.779229073319584,-11.042903381865473,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
326,3cbp4,9.625367822000001,21.46082401,-11.83545619,-2228001.7266624332,-2228011.352022984,-2228023.187470233,S,-2227670.733235185,-2227681.153649639,-2227661.017513338,9.715721847023817,-10.420414453838019,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
327,3cbp5,13.14506846,23.8045719,-10.65950343,-2227999.057239147,-2228012.202297679,-2228022.8617930617,S,-2227671.542094286,-2227680.795969509,-2227658.6135263587,12.928567927330732,-9.253875222988428,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
328,3dbp1,8.325168191,11.95280046,-3.627632269,-1700506.005282758,-1700514.330444661,-1700517.9580741904,R,-1700126.358572704,-1700129.304727459,-1700118.2561764962,8.102396207861602,-2.9461547550745313,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
329,3dbp2,6.566259136,17.154854,-10.58859486,-1700508.4337425882,-1700514.9999967641,-1700525.58858363,R,-1700127.7748605171,-1700136.8172652072,-1700120.725424411,7.049436106113718,-9.042404690058902,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
330,3dbp3,12.63239322,23.60314135,-10.97074813,-1700500.68902651,-1700513.3214101891,-1700524.292150036,R,-1700125.540300968,-1700134.8136289704,-1700112.917329924,12.622971044154838,-9.273328002076596,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
331,3dbp4,8.568014358,23.46257923,-14.89456487,-1700501.702453545,-1700510.2704614312,-1700525.1650150546,R,-1700122.5420629662,-1700136.0673919518,-1700114.0870067002,8.455056265927851,-13.525328985881062,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
332,3dbp5,10.14243563,23.63075177,-13.48831614,-1700504.05874984,-1700514.2011778073,-1700527.6894837618,R,-1700126.3874381182,-1700138.4676138773,-1700116.3912197482,9.99621837004088,-12.080175759270787,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
333,3dbp1,8.835333394,12.47928091,-3.643947516,-1700505.4348770771,-1700514.270203797,-1700517.9141485598,S,-1700126.456464108,-1700128.8962191,-1700117.4397872868,9.01667682104744,-2.439754992024973,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
334,3dbp2,6.753884469,17.22262502,-10.46874055,-1700507.5188344659,-1700514.272713833,-1700524.7414464804,S,-1700126.7689635903,-1700135.5308717568,-1700119.7734932585,6.995470331981777,-8.761908166809008,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
335,3dbp3,8.343993476,22.79051659,-14.44652311,-1700505.8408754002,-1700514.1848625732,-1700528.631374771,S,-1700126.17910513,-1700139.4182900118,-1700117.941794487,8.237310643075034,-13.239184882026164,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
336,3dbp4,9.159128282000001,21.6126813,-12.45355302,-1700503.0126923372,-1700512.171813701,-1700524.6253573154,S,-1700124.5256189152,-1700135.7072017859,-1700115.3608499703,9.164768944960088,-11.18158287066035,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
337,3dbp5,13.53035928,24.98617224,-11.45581296,-1700498.7399835559,-1700512.270332614,-1700523.7261369182,S,-1700124.5256189152,-1700134.5751755496,-1700111.1301842919,13.39543462335132,-10.049556634621695,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
338,3ebp2,6.335335649,14.56386738,-8.228531732999999,-2074096.28586788,-2074102.621198744,-2074110.8497242609,R,-2073743.595061939,-2073750.583629672,-2073737.1643497075,6.430712231900543,-6.988567732740194,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
339,3ebp3,6.498488113,15.67895172,-9.180463604,-2074094.665012133,-2074101.163495337,-2074110.343952007,R,-2073742.2647428592,-2073750.121155539,-2073735.6840559759,6.580686883069575,-7.856412679888308,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
340,3ebp4,12.18560648,20.56976056,-8.384154082,-2074088.5248365682,-2074100.7104338391,-2074109.0945815882,R,-2073741.9258879991,-2073748.9433211463,-2073729.5909435858,12.334944412810726,-7.0174331474117935,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
341,3ebp5,10.10415755,20.24533816,-10.14118061,-2074088.924559801,-2074099.028709719,-2074109.1698826682,R,-2073740.392256003,-2073749.181774566,-2073730.1481715785,10.244084424804896,-8.789518562844023,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
342,3eMebp1,8.353406117999999,10.72225438,-2.368848264,-2123424.182264474,-2123432.535664282,-2123434.904510757,R,-2123038.786316962,-2123039.865004933,-2123030.491903,8.294413961935787,-1.0786879709921775,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
343,3eMebp2,6.303960176,14.80294849,-8.498988316,-2123427.055000676,-2123433.35895609,-2123441.857937986,R,-2123039.506069785,-2123046.7638388798,-2123033.2033693893,6.302700395695865,-7.257769094314426,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
344,3eMebp3,6.40624422,15.72726995,-9.321025727,-2123425.563411783,-2123431.969651164,-2123441.29066985,R,-2123038.310037631,-2123046.089894213,-2123031.885600489,6.424437141977251,-7.779856582172215,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
345,3eMebp4,12.35754407,20.31122665,-7.953682582999999,-2123419.3686429346,-2123431.726177672,-2123439.679854247,R,-2123037.961142627,-2123044.357341864,-2123025.6192956152,12.341847011819482,-6.396199237089603,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
346,3eMebp5,10.39281191,20.49696946,-10.10415755,-2123419.515480041,-2123429.908284099,-2123440.0124340174,R,-2123036.289458651,-2123044.8072658167,-2123025.74793496,10.541523691266775,-8.517807166092098,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
347,3eMebp1,8.369721364,10.73794212,-2.368220755,-2123424.166576749,-2123432.536291791,-2123434.904510757,S,-2123038.781924399,-2123039.8618673882,-2123030.557791445,8.224132954142988,-1.0799429886974394,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
348,3eMebp2,6.414401842999999,15.73480006,-9.320398217000001,-2123425.555881676,-2123431.9702786733,-2123441.29066985,S,-2123038.318822757,-2123046.0880116858,-2123031.9270160827,6.3918066741898665,-7.769188929349184,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
349,3eMebp3,6.206696207,15.94501573,-9.738319527,-2123423.673354675,-2123429.880046194,-2123439.6183583653,S,-2123035.677637376,-2123043.4625140303,-2123029.529931703,6.147705672774464,-7.784876654390246,[H][C+]([H])C[C+]([H])[Si+2]1(Cl)(Cl)(O[C-]([H])[C-]2[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]2[H])ON2[C+]([H])[C-]([H])[C-]([H])[C+]([H])[C-]2[c+]2[c+]([H])[c-]([H])[c+]([H])[c-]([H])n2O1>>[H]CCC([H])([H])C([H])(O[Si+]1(Cl)(Cl)On2[c+]([H])[c-]([H])[c+]([H])[c-]([H])[c+]2-[c+]2[c-]([H])[c+]([H])[c+]([H])[c-]([H])n2O1)[C-]1[C+]([H])[C+]([H])[C-]([H])[C-]([H])[C-]1[H]
