rxn_smiles,dE0
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:11])[C@:6]1([C:5][H:10])[H:12],67.22845
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]1[C:2]2=[C:6]([H:12])[C:5]([H:10])([H:11])[C@:4]1([H:9])[C:3]2([H:7])[H:8],110.85985
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@:4]1([C:6](=[C:5]([H:10])[H:11])[H:12])[H:9],82.87432
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[C:3](=[C:4]([C:6](=[C:5]([H:10])[H:11])[H:12])[H:9])([H:7])[H:8].[O+:1]#[C-:2],69.7249
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@:6]1([C:5]([C:4][H:9])([H:10])[H:11])[H:12],96.41953
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]=[C:2]=[C:6]([C:5]([C:4](=[C:3]([H:7])[H:8])[H:9])([H:10])[H:11])[H:12],25.91543
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]([C:2]1=[C:6]2[C@@:4]([H:9])([C:3]1([H:7])[H:8])[C:5]2([H:10])[H:11])[H:12],74.21087
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4][C:5]([H:10])([H:11])[C:6]1([H:9])[H:12],58.7052
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]([C:2]1=[C:3]([H:8])[C@@:4]2([H:9])[C:5]([H:10])([H:11])[C@@:6]12[H:12])[H:7],76.16059
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]=[C:2]([C:3]([C:4]1([H:9])[C:5]([H:10])=[C:6]1[H:12])([H:7])[H:8])[H:11],86.93565
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O-:1][C:2](=[C+:3][H:8])[C:6]1([H:12])[C:4]([H:7])([H:9])[C:5]1([H:10])[H:11],78.48278
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([C:5][H:11])([H:9])[C:6]1([H:10])[H:12],67.31239000000001
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[C:4]1([H:9])=[C:6]([H:12])[C:5]1([H:10])[H:11].[O:1]=[C:2]=[C:3]([H:7])[H:8],70.63499
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]([C+:2]1[C:3]([H:7])([H:8])[C-:4]2[C:5]([H:10])([H:11])[C@@:6]12[H:12])[H:9],86.94476
[H:1][C:5]1([H:4])[C:6](=[O:10])[C@:11]2([H:9])[C:2]([H:7])([H:12])[C@:8]12[H:3]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])=[C:6]1[H:12],68.29951
[O:1]([C:5]([C:6]([H:3])([H:12])[H:15])([C:10]([O:4][H:9])([H:14])[H:16])[C:13]([H:2])([H:8])[H:11])[H:7]>>[C:1]([C:2]1([C:3]([H:10])([H:11])[H:12])[O:4][C:5]1([H:14])[H:15])([H:7])([H:8])[H:9].[O:6]([H:13])[H:16],70.62422
[O:1]([C:5]([C:6]([H:3])([H:12])[H:15])([C:10]([O:4][H:9])([H:14])[H:16])[C:13]([H:2])([H:8])[H:11])[H:7]>>[C:1]([C:2](=[C:3]([H:10])[H:11])[O:4][H:13])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:14])[H:15].[H:12][H:16],90.19949
[O:1]([C:5]([C:6]([H:3])([H:12])[H:15])([C:10]([O:4][H:9])([H:14])[H:16])[C:13]([H:2])([H:8])[H:11])[H:7]>>[C:1]([C:5]([C:2]([C:3]([H:10])([H:11])[H:12])=[O:4])([H:14])[H:15])([H:7])([H:8])[H:9].[O:6]([H:13])[H:16],73.70381
[O:1]([C:5]([C:6]([H:3])([H:12])[H:15])([C:10]([O:4][H:9])([H:14])[H:16])[C:13]([H:2])([H:8])[H:11])[H:7]>>[C:1]([C:2][C:5]([O:6][H:16])([H:14])[H:15])([H:7])([H:8])[H:9].[C:3]([O:4][H:13])([H:10])([H:11])[H:12],122.50865
[O:1]([C:5]([C:6]([H:3])([H:12])[H:15])([C:10]([O:4][H:9])([H:14])[H:16])[C:13]([H:2])([H:8])[H:11])[H:7]>>[C:1]([C:2][C:3]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9].[O:4]([C:5]([O:6][H:16])([H:14])[H:15])[H:13],117.22448
[O:1]([C:5]([C:6]([H:3])([H:12])[H:15])([C:10]([O:4][H:9])([H:14])[H:16])[C:13]([H:2])([H:8])[H:11])[H:7]>>[C:1]([C:2](=[O:4])[C:5]([O:6][H:13])([H:14])[H:15])([H:7])([H:8])[H:9].[C:3]([H:10])([H:11])([H:12])[H:16],74.02833000000003
[O:1]([C:5]([C:6]([H:3])([H:12])[H:15])([C:10]([O:4][H:9])([H:14])[H:16])[C:13]([H:2])([H:8])[H:11])[H:7]>>[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:5](=[O:6])[H:14])[H:15])([H:7])([H:8])[H:9].[O:4]([H:13])[H:16],62.81886
[O:1]([C:5]([C:6]([H:3])([H:12])[H:15])([C:10]([O:4][H:9])([H:14])[H:16])[C:13]([H:2])([H:8])[H:11])[H:7]>>[C:1](=[C:2]([C:3]([H:10])([H:11])[H:12])[C:5]([O:6][H:16])([H:14])[H:15])([H:8])[H:9].[O:4]([H:7])[H:13],66.5512
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1]1([H:7])([H:9])[C:2]([H:10])([H:11])[C:3]1=[C:4]([C:5](=[O:6])[H:12])[H:8],75.42818
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1]([O:6][C:5](=[C:4]=[C:3]=[C:2]([H:10])[H:11])[H:12])([H:7])([H:8])[H:9],97.36176
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1]1([H:7])([H:9])[C:2]([H:10])([H:11])[C:3]/[C:4]1=[C:5](/[O:6][H:8])[H:12],97.85386
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1]([C:2]([C:3](=[C-:4][H:12])[C:5]#[O+:6])([H:10])[H:11])([H:7])([H:8])[H:9],58.32266
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1]([C:2](=[C:3]=[C:4]=[C:5]([O:6][H:11])[H:12])[H:10])([H:7])([H:8])[H:9],59.82706999999999
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1]1([H:7])([H:9])[C:2]([H:10])([H:11])[C:3]1=[C:4]=[C:5]([O:6][H:8])[H:12],74.6353
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1]([C:4](=[C:3]=[C:2]([H:10])[H:11])[C:5](=[O:6])[H:12])([H:7])([H:8])[H:9],96.42395
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1]([C:2]([C:3]([C:5](=[C:4])[H:12])=[O:6])([H:10])[H:11])([H:7])([H:8])[H:9],70.17065
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1](/[C:2](=[C:3](\[C+:4]=[C:5]([O-:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],68.05336
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1]([C:2]([C:3]([C:4]#[C:5][H:12])=[O:6])([H:10])[H:11])([H:7])([H:8])[H:9],70.20366
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1]1([H:7])([H:9])[C:2]([H:10])([H:11])[C:3][C@@:4]1([C:5](=[O:6])[H:12])[H:8],90.46211
[H:1][C:10]([H:3])([H:4])[C:6]([C:5]#[C:8][C:2]([H:9])=[O:11])([H:7])[H:12]>>[C:1]([C:2]([C:3](=[C:4])[C:5](=[O:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],51.31189000000001
[C:1](#[C:6][C:10]([O:2][C:5]([H:3])([H:4])[H:8])([H:7])[H:11])[H:9]>>[C:1]([O:2][C:3]([C:5](=[C:4])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],53.89488000000001
[C:1](#[C:6][C:10]([O:2][C:5]([H:3])([H:4])[H:8])([H:7])[H:11])[H:9]>>[C:1]([O:2][C:5](=[C:4]=[C:3]([H:9])[H:10])[H:11])([H:6])([H:7])[H:8],66.54619
[C:1](#[C:6][C:10]([O:2][C:5]([H:3])([H:4])[H:8])([H:7])[H:11])[H:9]>>[C:1]([O:2]/[C:3](=[C:4](\[C:5][H:11])[H:9])[H:10])([H:6])([H:7])[H:8],68.63736
[c:1]1([H:9])[c:6]([H:11])[n:10][n:2]([C:5]([H:3])([H:4])[H:7])[n:8]1>>[C:1]([N:2]=[N:3][C:4](=[C:5]=[N:6][H:11])[H:10])([H:7])([H:8])[H:9],81.88701999999998
[c:1]1([H:9])[c:6]([H:11])[n:10][n:2]([C:5]([H:3])([H:4])[H:7])[n:8]1>>[C:1]([N-:2][N+:6]#[C:5][H:11])([H:7])([H:8])[H:9].[N:3]#[C:4][H:10],75.09557
[c:1]1([H:9])[c:6]([H:11])[n:10][n:2]([C:5]([H:3])([H:4])[H:7])[n:8]1>>[C:1](=[N+:2]1[N-:3][C:4]([H:8])([H:10])[C:5]([H:11])=[N:6]1)([H:7])[H:9],100.60231
[c:1]1([H:9])[c:6]([H:11])[n:10][n:2]([C:5]([H:3])([H:4])[H:7])[n:8]1>>[C:1]([N:2]1[N-:3][C:4]([H:10])=[C+:5][N:6]1[H:11])([H:7])([H:8])[H:9],81.84963
[O:1]([C:6]([C:2]([C:5]([H:3])([H:4])[H:8])=[O:10])([H:7])[H:11])[H:9]>>[C:1](/[C:2]([O:3][H:11])=[C:4](/[O:5][H:10])[H:9])([H:6])([H:7])[H:8],67.00735999999999
[O:1]([C:6]([C:2]([C:5]([H:3])([H:4])[H:8])=[O:10])([H:7])[H:11])[H:9]>>[C:1]([C:2](=[O:3])[C:4](=[O:5])[H:9])([H:6])([H:7])[H:8].[H:10][H:11],92.94685
[O:1]([C:6]([C:2]([C:5]([H:3])([H:4])[H:8])=[O:10])([H:7])[H:11])[H:9]>>[C:1](=[C:2]([O:3][H:8])[C:4]([O:5][H:11])([H:9])[H:10])([H:6])[H:7],67.37361
[O:1]([C:6]([C:2]([C:5]([H:3])([H:4])[H:8])=[O:10])([H:7])[H:11])[H:9]>>[C:1]([C@:2]([O:3][H:11])([C:4](=[O:5])[H:9])[H:10])([H:6])([H:7])[H:8],43.48902
[O:1]([C:6]([C:2]([C:5]([H:3])([H:4])[H:8])=[O:10])([H:7])[H:11])[H:9]>>[C:1]([C@:2]1([O:3][H:11])[C:4]([H:9])([H:10])[O:5]1)([H:6])([H:7])[H:8],54.7922
[O:1]([C:6]([C:2]([C:5]([H:3])([H:4])[H:8])=[O:10])([H:7])[H:11])[H:9]>>[C:1]([C:2]([O:3][O:5][H:11])=[C:4]([H:9])[H:10])([H:6])([H:7])[H:8],101.82687
[O:1]([C:6]([C:2]([C:5]([H:3])([H:4])[H:8])=[O:10])([H:7])[H:11])[H:9]>>[C:1]([O+:3]=[C-:2][C:4]([O:5][H:11])([H:9])[H:10])([H:6])([H:7])[H:8],112.23155
[O:1]([C:6]([C:2]([C:5]([H:3])([H:4])[H:8])=[O:10])([H:7])[H:11])[H:9]>>[C:1]([C-:2]=[O+:3][C:4]([O:5][H:11])([H:9])[H:10])([H:6])([H:7])[H:8],105.12919
[H:1][c:4]1[o:3][n:7][c:2]([O:5][H:6])[n:8]1>>[O:1]([C:2]1=[N:6][C@:5]2([H:8])[N:3]1[O:4]2)[H:7],80.06572
[H:1][c:4]1[o:3][n:7][c:2]([O:5][H:6])[n:8]1>>[C:5](#[N:6])[H:8].[O:1]([C:2]#[N+:3][O-:4])[H:7],73.52580999999998
[H:1][c:4]1[o:3][n:7][c:2]([O:5][H:6])[n:8]1>>[O:1]([N:3]=[C:2]=[N:6][C:5](=[O:4])[H:8])[H:7],67.80536
[H:1][c:4]1[o:3][n:7][c:2]([O:5][H:6])[n:8]1>>[C:5](#[N:6])[H:8].[O:1]([C:2]1=[N:3][O:4]1)[H:7],105.06007
[H:1][c:4]1[o:3][n:7][c:2]([O:5][H:6])[n:8]1>>[O:1]=[c:2]1[n:3]([H:7])[o:4][c:5]([H:8])[n:6]1,54.90428000000001
[H:1][c:4]1[o:3][n:7][c:2]([O:5][H:6])[n:8]1>>[O:1]([C:2]1=[N:3][N:6]1[C:5](=[O:4])[H:8])[H:7],55.56372
[H:1][c:4]1[o:3][n:7][c:2]([O:5][H:6])[n:8]1>>[O-:1][c:2]1[n:3][o:4][c:5]([H:8])[n+:6]1[H:7],51.59114
[C:1]1([H:7])([H:16])[C:5]([C:6]([H:3])([H:12])[H:15])([C:13]([H:2])([H:8])[H:11])[C@@:10]1([O:4][H:9])[H:14]>>[C:1]([C:2](=[C:3]([H:10])[H:11])[C:4]([C:5][O:6][H:16])([H:13])[H:14])([H:7])([H:8])[H:9].[H:12][H:15],96.44991
[C:1]1([H:7])([H:16])[C:5]([C:6]([H:3])([H:12])[H:15])([C:13]([H:2])([H:8])[H:11])[C@@:10]1([O:4][H:9])[H:14]>>[C:1]([C:2]1([C:3]([H:10])([H:11])[H:12])[C:4]([H:13])=[C:5]1[H:15])([H:7])([H:8])[H:9].[O:6]([H:14])[H:16],78.54919
[C:1]1([H:7])([H:16])[C:5]([C:6]([H:3])([H:12])[H:15])([C:13]([H:2])([H:8])[H:11])[C@@:10]1([O:4][H:9])[H:14]>>[C:1]([C@@:5]([C:4]([C:2][C:3]([H:10])([H:11])[H:12])([H:13])[H:14])([O:6][H:16])[H:15])([H:7])([H:8])[H:9],96.53056
[C:1]1([H:7])([H:16])[C:5]([C:6]([H:3])([H:12])[H:15])([C:13]([H:2])([H:8])[H:11])[C@@:10]1([O:4][H:9])[H:14]>>[C:1](=[C:2]([C:3]([H:10])([H:11])[H:12])[C:4]([C:5](=[O:6])[H:15])([H:13])[H:14])([H:7])[H:9].[H:8][H:16],57.51285
[C:1]1([H:7])([H:16])[C:5]([C:6]([H:3])([H:12])[H:15])([C:13]([H:2])([H:8])[H:11])[C@@:10]1([O:4][H:9])[H:14]>>[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5][O:6][H:16])([H:13])[H:14])[H:15])([H:7])([H:8])[H:9],56.4745
[C:1]1([H:7])([H:16])[C:5]([C:6]([H:3])([H:12])[H:15])([C:13]([H:2])([H:8])[H:11])[C@@:10]1([O:4][H:9])[H:14]>>[C:1]([H:7])([H:8])([H:9])[H:12].[C:2]1(=[C:3]([H:10])[H:11])[C:4]([H:13])([H:14])[C@:5]1([O:6][H:16])[H:15],121.58908
[C:1]1([H:7])([H:16])[C:5]([C:6]([H:3])([H:12])[H:15])([C:13]([H:2])([H:8])[H:11])[C@@:10]1([O:4][H:9])[H:14]>>[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([H:13])([H:14])[H:16])[C:5](=[O:6])[H:15])([H:7])([H:8])[H:9],62.57601
[C:1]1([H:7])([H:16])[C:5]([C:6]([H:3])([H:12])[H:15])([C:13]([H:2])([H:8])[H:11])[C@@:10]1([O:4][H:9])[H:14]>>[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]([C:5][H:15])([H:13])[H:14])[O:6][H:16])([H:7])([H:8])[H:9],94.19007
[C:1]1([H:7])([H:16])[C:5]([C:6]([H:3])([H:12])[H:15])([C:13]([H:2])([H:8])[H:11])[C@@:10]1([O:4][H:9])[H:14]>>[C:1]([C:4]([C@:5]([C:2][C:3]([H:10])([H:11])[H:12])([O:6][H:16])[H:15])([H:13])[H:14])([H:7])([H:8])[H:9],93.54035
[C:1]1([H:7])([H:16])[C:5]([C:6]([H:3])([H:12])[H:15])([C:13]([H:2])([H:8])[H:11])[C@@:10]1([O:4][H:9])[H:14]>>[C:1]1([H:7])([H:9])[C:2]2([C:3]([H:10])([H:11])[H:12])[C:4]([H:13])([H:14])[C:5]12[H:15].[O:6]([H:8])[H:16],102.4104
[C:1]1([H:7])([H:16])[C:5]([C:6]([H:3])([H:12])[H:15])([C:13]([H:2])([H:8])[H:11])[C@@:10]1([O:4][H:9])[H:14]>>[C:1]([O:6][H:16])([H:7])([H:8])[H:9].[C:2]1([C:3]([H:10])([H:11])[H:12])=[C:5]([H:15])[C:4]1([H:13])[H:14],117.81722
[C:1]([C@:5]([O:6][H:3])([C:13]([H:2])([H:8])[H:11])[H:15])([H:7])([C:10]([O:4][H:9])([H:14])[H:16])[H:12]>>[C:1]([C:2](=[O:3])[C:4]([C:5]([O:6][H:11])([H:14])[H:15])([H:12])[H:13])([H:7])([H:8])[H:9].[H:10][H:16],65.34283
[C:1]([C@:5]([O:6][H:3])([C:13]([H:2])([H:8])[H:11])[H:15])([H:7])([C:10]([O:4][H:9])([H:14])[H:16])[H:12]>>[C:1]([C@@:2]([O:3][H:11])([C:4]([C:5](=[O:6])[H:15])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9].[H:14][H:16],83.68138
[C:1]([C@:5]([O:6][H:3])([C:13]([H:2])([H:8])[H:11])[H:15])([H:7])([C:10]([O:4][H:9])([H:14])[H:16])[H:12]>>[C:1]([C:2]([O:3][H:11])([C:4]([H:12])([H:13])[H:15])[H:10])([H:7])([H:8])[H:9].[C:5]([O:6][H:16])[H:14],84.47301
[C:1]([C@:5]([O:6][H:3])([C:13]([H:2])([H:8])[H:11])[H:15])([H:7])([C:10]([O:4][H:9])([H:14])[H:16])[H:12]>>[C:1]([C@@:2]1([H:10])[O:3][C@@:4]1([C:5]([H:12])([H:14])[H:15])[H:13])([H:7])([H:8])[H:9].[O:6]([H:11])[H:16],80.3328
[C:1]([C@:5]([O:6][H:3])([C:13]([H:2])([H:8])[H:11])[H:15])([H:7])([C:10]([O:4][H:9])([H:14])[H:16])[H:12]>>[C:1]([C:2][O:3][H:11])([H:7])([H:8])[H:9].[C:4]([C:5]([O:6][H:16])([H:14])[H:15])([H:10])([H:12])[H:13],83.1946
[C:1]([C@:5]([O:6][H:3])([C:13]([H:2])([H:8])[H:11])[H:15])([H:7])([C:10]([O:4][H:9])([H:14])[H:16])[H:12]>>[C:1]([C@:2]1([H:10])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6]1)([H:7])([H:8])[H:9].[O:3]([H:11])[H:16],76.54146
[C:1]([C@:5]([O:6][H:3])([C:13]([H:2])([H:8])[H:11])[H:15])([H:7])([C:10]([O:4][H:9])([H:14])[H:16])[H:12]>>[C:1](/[C:2](=[C:4](\[C:5]([O:6][H:16])([H:14])[H:15])[H:13])[H:10])([H:7])([H:8])[H:9].[O:3]([H:11])[H:12],67.09304
[C:1]([C@:5]([O:6][H:3])([C:13]([H:2])([H:8])[H:11])[H:15])([H:7])([C:10]([O:4][H:9])([H:14])[H:16])[H:12]>>[C:1]([C@@:2]([O:3][H:11])([C:4](=[C:5]([H:14])[H:15])[H:13])[H:10])([H:7])([H:8])[H:9].[O:6]([H:12])[H:16],67.81191
[C:1]([C@:5]([O:6][H:3])([C:13]([H:2])([H:8])[H:11])[H:15])([H:7])([C:10]([O:4][H:9])([H:14])[H:16])[H:12]>>[C:1]([C@@:2]([O:3][H:11])(/[C:4](=[C:5](\[O:6][H:16])[H:14])[H:13])[H:10])([H:7])([H:8])[H:9].[H:12][H:15],104.83001
[C:1]([C@:5]([O:6][H:3])([C:13]([H:2])([H:8])[H:11])[H:15])([H:7])([C:10]([O:4][H:9])([H:14])[H:16])[H:12]>>[C:1]([C@@:2]([O:3][H:11])([C:4]([O:6][H:16])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9].[C:5]([H:14])[H:15],126.40458999999998
[C:1](\[N:6]([C:2]([N:5]([H:4])[H:11])=[O:10])[H:11])(=[N:8]/[H:3])[H:9]>>[H:8][H:10].[N:1](=[C:2]=[O:3])[H:7].[N:4](=[C:5]=[N:6][H:11])[H:9],88.71604
[C:1](\[N:6]([C:2]([N:5]([H:4])[H:11])=[O:10])[H:11])(=[N:8]/[H:3])[H:9]>>[N:1]([C@@:2]12[O:3][N:6]([H:11])[C@:5]1([H:10])[N:4]2[H:9])([H:7])[H:8],121.00848
[C:1](\[N:6]([C:2]([N:5]([H:4])[H:11])=[O:10])[H:11])(=[N:8]/[H:3])[H:9]>>[N:1]([C:2](=[O:3])[N:4]([C-:5]=[N+:6]([H:10])[H:11])[H:9])([H:7])[H:8],76.79763
[C:1](\[N:6]([C:2]([N:5]([H:4])[H:11])=[O:10])[H:11])(=[N:8]/[H:3])[H:9]>>[C:5](#[N:6])[H:10].[N:1]([C+:2]([O:3][H:11])[N-:4][H:9])([H:7])[H:8],37.13075
[C:1](\[N:6]([C:2]([N:5]([H:4])[H:11])=[O:10])[H:11])(=[N:8]/[H:3])[H:9]>>[N:1]([C:2](=[O:3])/[N:4]=[C:5](/[N:6]([H:9])[H:11])[H:10])([H:7])[H:8],40.93928
[C:1](\[N:6]([C:2]([N:5]([H:4])[H:11])=[O:10])[H:11])(=[N:8]/[H:3])[H:9]>>[N:1]([C:2]([O:3][H:9])=[N:4][C+:5]([N-:6][H:11])[H:10])([H:7])[H:8],45.05061
[C:1](\[N:6]([C:2]([N:5]([H:4])[H:11])=[O:10])[H:11])(=[N:8]/[H:3])[H:9]>>[N:1]([C+:2]([O:3]/[C:5](=[N:6]/[H:11])[H:10])[N-:4][H:9])([H:7])[H:8],59.22734000000001
[C:1](\[N:6]([C:2]([N:5]([H:4])[H:11])=[O:10])[H:11])(=[N:8]/[H:3])[H:9]>>[N:1]([C-:2]=[O+:3][C:5]1([H:10])[N:4]([H:9])[N:6]1[H:11])([H:7])[H:8],127.72473
[C:1](\[N:6]([C:2]([N:5]([H:4])[H:11])=[O:10])[H:11])(=[N:8]/[H:3])[H:9]>>[N:1](=[C:2](/[O:3][H:7])[N:4](/[C:5](=[N:6]/[H:11])[H:10])[H:9])\[H:8],44.44116
[C:1](\[N:6]([C:2]([N:5]([H:4])[H:11])=[O:10])[H:11])(=[N:8]/[H:3])[H:9]>>[N:1]([C:2]12[O:3][C:5]([H:10])([N:4]1[H:9])[N:6]2[H:11])([H:7])[H:8],96.48524
[C:1]([C:6]([C:2]([N:5]([H:3])[H:4])=[O:10])([H:7])[H:11])#[C:8][H:9]>>[C:4]([C:5]#[C:6][H:11])([H:8])([H:9])[H:10].[N:1](=[C:2]=[O:3])[H:7],81.20741
[C:1]([C:6]([C:2]([N:5]([H:3])[H:4])=[O:10])([H:7])[H:11])#[C:8][H:9]>>[N:1]([C:2](=[O:3])[C:4](=[C:5]=[C:6]([H:10])[H:11])[H:9])([H:7])[H:8],72.62942
[C:1]([C:6]([C:2]([N:5]([H:3])[H:4])=[O:10])([H:7])[H:11])#[C:8][H:9]>>[N:1]([C:2]([O:3][C:5]#[C:6][H:11])=[C:4]([H:9])[H:10])([H:7])[H:8],89.92905999999998
[C:1]([C:6]([C:2]([N:5]([H:3])[H:4])=[O:10])([H:7])[H:11])#[C:8][H:9]>>[H:8][H:10].[N:1](=[C:2]1\[O:3][C@@:4]1([C:5]#[C:6][H:11])[H:9])\[H:7],106.15979
[C:1]([C:6]([C:2]([N:5]([H:3])[H:4])=[O:10])([H:7])[H:11])#[C:8][H:9]>>[N:1]([C-:2]=[O+:3][C:4]([C:5]#[C:6][H:11])([H:9])[H:10])([H:7])[H:8],104.031
[C:1]([C:6]([C:2]([N:5]([H:3])[H:4])=[O:10])([H:7])[H:11])#[C:8][H:9]>>[N:1]([C:2](=[O:3])[C:4]([C:6](=[C:5])[H:11])([H:9])[H:10])([H:7])[H:8],59.14101
[C:1]([C:6]([C:2]([N:5]([H:3])[H:4])=[O:10])([H:7])[H:11])#[C:8][H:9]>>[N:1]([C:2](=[O:3])/[C:4](=[C:5](\[C:6][H:11])[H:10])[H:9])([H:7])[H:8],72.60665
[C:1]([C:6]([C:2]([N:5]([H:3])[H:4])=[O:10])([H:7])[H:11])#[C:8][H:9]>>[N:1](/[C:2]([O:3][H:10])=[C:4](\[C:5]#[C:6][H:11])[H:9])([H:7])[H:8],58.18201
[C:1]([C:6]([C:2]([N:5]([H:3])[H:4])=[O:10])([H:7])[H:11])#[C:8][H:9]>>[C:4](=[C:5]=[C:6]([H:8])[H:11])([H:9])[H:10].[N:1](=[C:2]=[O:3])[H:7],54.42426999999999
[C:1]([C:6]([C:2]([N:5]([H:3])[H:4])=[O:10])([H:7])[H:11])#[C:8][H:9]>>[N:1]([C@:2]1([H:10])[O:3][C@:4]1([C:5]#[C:6][H:11])[H:9])([H:7])[H:8],92.84734
[O:1]([C:6]([C:2]([H:4])=[O:5])([H:7])[H:10])[C:8](=[O:3])[H:9]>>[O:1](/[C:2](=[C:3](\[O:4][C:5](=[O:6])[H:10])[H:8])[H:7])[H:9],48.08269
[O:1]([C:6]([C:2]([H:4])=[O:5])([H:7])[H:10])[C:8](=[O:3])[H:9]>>[O:1]1[C@:2]2([H:7])[C:3]([H:8])([H:9])[O:4][C@@:5]1([H:10])[O:6]2,57.81567
[O:1]([C:6]([C:2]([H:4])=[O:5])([H:7])[H:10])[C:8](=[O:3])[H:9]>>[O:1]([C:2](=[C:3]([H:8])[H:9])[H:7])[C:5]([O:4][H:10])=[O:6],116.69581
[O:1]([C:6]([C:2]([H:4])=[O:5])([H:7])[H:10])[C:8](=[O:3])[H:9]>>[O:1]=[C:2]([O:6][C:5](=[O+:4][C-:3]([H:8])[H:9])[H:10])[H:7],77.92496
[O:1]([C:6]([C:2]([H:4])=[O:5])([H:7])[H:10])[C:8](=[O:3])[H:9]>>[H:7][H:9].[O:1]=[C:2]=[C:3]([O:4][C:5](=[O:6])[H:10])[H:8],78.75814
