,Unnamed: 0,rxn_id,rxn_smiles,solvent,temp,G_act,G_r,rxn_smiles_random,rxn_smiles_rxnmapper,rxn_smiles_nomapping
489,489,535,[CH3:10][NH:11][C:12](=[O:13])[C:14]([CH3:15])=[N+:16]([CH3:17])[C-:18]([CH3:19])[C:20]#[N:21].[F:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:18]([CH3:19])([C:20]#[N:21])[N:16]([CH3:17])[C:14]3([C:12]([NH:11][CH3:10])=[O:13])[CH3:15],water,298.15,15.4991314384755,-50.6932000598908,[CH3:10][NH:11][C:12](=[O:13])[C:14]([CH3:15])=[N+:16]([CH3:17])[C-:18]([CH3:19])[C:20]#[N:21].[F:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:19]1=[C:17]([F:4])[CH:12]2[O:13][CH:20]1[CH:6]1[C:5]([C:2]#[N:11])([CH3:8])[N:16]([CH3:10])[C:15]([C:3](=[O:9])[NH:21][CH3:14])([CH3:7])[CH:18]12,[CH3:1][NH:2][C:3](=[O:4])[C:5]([CH3:6])=[N+:20]([C-:16]([CH3:17])[C:18]#[N:19])[CH3:21].[CH:7]1=[CH:15][CH:10]2[O:9][CH:8]1[C:13]([F:14])=[C:11]2[F:12]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([CH3:6])[CH:7]2[CH:8]3[O:9][CH:10]([C:11]([F:12])=[C:13]3[F:14])[CH:15]2[C:16]([CH3:17])([C:18]#[N:19])[N:20]1[CH3:21],[CH3][NH][C](=[O])[C]([CH3])=[N+]([CH3])[C-]([CH3])[C]#[N].[F][C]1=[C]([F])[CH]2[CH]=[CH][CH]1[O]2>>[F][C]1=[C]([F])[CH]2[CH]3[CH]([CH]1[O]2)[C]([CH3])([C]#[N])[N]([CH3])[C]3([C]([NH][CH3])=[O])[CH3]
490,490,536,[CH3:10][NH:11][C:12](=[O:13])[C:14]([CH3:15])=[N+:16]([CH3:17])[C-:18]([CH3:19])[C:20]#[N:21].[F:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:2]12[C:3]([F:4])([CH:5]3[CH:6]=[CH:7][CH:8]1[O:9]3)[C:18]([CH3:19])([C:20]#[N:21])[N:16]([CH3:17])[C:14]2([C:12]([NH:11][CH3:10])=[O:13])[CH3:15],water,298.15,14.6755055871359,-56.4890325971215,[CH3:10][NH:11][C:12](=[O:13])[C:14]([CH3:15])=[N+:16]([CH3:17])[C-:18]([CH3:19])[C:20]#[N:21].[F:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:14]12[C:3]([F:4])([C:6]([CH3:5])([C:12](=[O:9])[NH:21][CH3:7])[N:16]([CH3:18])[C:15]1([C:10]#[N:11])[CH3:20])[CH:8]1[CH:2]=[CH:17][CH:19]2[O:13]1,[CH3:1][NH:2][C:3](=[O:4])[C:5]([CH3:6])=[N+:7]([CH3:8])[C-:9]([CH3:10])[C:11]#[N:12].[C:13]1([F:14])=[C:20]([F:21])[CH:18]2[CH:17]=[CH:16][CH:15]1[O:19]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([CH3:6])[N:7]([CH3:8])[C:9]([CH3:10])([C:11]#[N:12])[C:13]2([F:14])[CH:15]3[CH:16]=[CH:17][CH:18]([O:19]3)[C:20]12[F:21],[CH3][NH][C](=[O])[C]([CH3])=[N+]([CH3])[C-]([CH3])[C]#[N].[F][C]1=[C]([F])[CH]2[CH]=[CH][CH]1[O]2>>[F][C]12[C]([F])([CH]3[CH]=[CH][CH]1[O]3)[C]([CH3])([C]#[N])[N]([CH3])[C]2([C]([NH][CH3])=[O])[CH3]
491,491,537,[CH3:1][O:2][C:3]#[C:4][C:5]#[N:6].[CH3:7][NH:8][C:9](=[O:10])[C:11]([CH3:12])=[O+:13][C-:14]([C:15]([CH3:16])=[O:17])[C:18](=[O:19])[O:20][CH3:21]>>[CH3:1][O:2][C:3]1=[C:4]([C:5]#[N:6])[C:11]([C:9]([NH:8][CH3:7])=[O:10])([CH3:12])[O:13][C:14]1([C:15]([CH3:16])=[O:17])[C:18](=[O:19])[O:20][CH3:21],water,298.15,16.2563662780768,-68.8328495472925,[CH3:1][O:2][C:3]#[C:4][C:5]#[N:6].[CH3:7][NH:8][C:9](=[O:10])[C:11]([CH3:12])=[O+:13][C-:14]([C:15]([CH3:16])=[O:17])[C:18](=[O:19])[O:20][CH3:21]>>[C:1]1([C:5](=[O:10])[O:20][CH3:14])([C:21]([CH3:18])=[O:19])[C:7]([O:2][CH3:11])=[C:12]([C:16]#[N:8])[C:15]([CH3:3])([C:4]([NH:6][CH3:9])=[O:17])[O:13]1,[CH3:1][NH:2][C:3](=[O:4])[C:5]([CH3:6])=[O+:7][C-:8]([C:9]([CH3:10])=[O:11])[C:12](=[O:13])[O:14][CH3:15].[C:16]([O:17][CH3:18])#[C:19][C:20]#[N:21]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([CH3:6])[O:7][C:8]([C:9]([CH3:10])=[O:11])([C:12](=[O:13])[O:14][CH3:15])[C:16]([O:17][CH3:18])=[C:19]1[C:20]#[N:21],[CH3][O][C]#[C][C]#[N].[CH3][NH][C](=[O])[C]([CH3])=[O+][C-]([C]([CH3])=[O])[C](=[O])[O][CH3]>>[CH3][O][C]1=[C]([C]#[N])[C]([C]([NH][CH3])=[O])([CH3])[O][C]1([C]([CH3])=[O])[C](=[O])[O][CH3]
492,492,538,[CH3:1][O:2][C:3]#[C:4][C:5]#[N:6].[CH3:7][NH:8][C:9](=[O:10])[C:11]([CH3:12])=[O+:13][C-:14]([C:15]([CH3:16])=[O:17])[C:18](=[O:19])[O:20][CH3:21]>>[CH3:1][O:2][C:3]1=[C:4]([C:5]#[N:6])[C:14]([C:15]([CH3:16])=[O:17])([C:18](=[O:19])[O:20][CH3:21])[O:13][C:11]1([C:9]([NH:8][CH3:7])=[O:10])[CH3:12],water,298.15,19.1749156524173,-69.1890421149761,[CH3:1][O:2][C:3]#[C:4][C:5]#[N:6].[CH3:7][NH:8][C:9](=[O:10])[C:11]([CH3:12])=[O+:13][C-:14]([C:15]([CH3:16])=[O:17])[C:18](=[O:19])[O:20][CH3:21]>>[C:1]([NH:6][CH3:12])([C:16]1([CH3:21])[C:9]([O:10][CH3:4])=[C:18]([C:7]#[N:8])[C:5]([C:3]([O:13][CH3:15])=[O:17])([C:11](=[O:2])[CH3:14])[O:19]1)=[O:20],[CH3:1][NH:2][C:3](=[O:4])[C:5]([CH3:6])=[O+:7][C-:8]([C:9]([CH3:10])=[O:11])[C:12](=[O:13])[O:14][CH3:15].[C:16]([C:17]#[N:18])#[C:19][O:20][CH3:21]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([CH3:6])[O:7][C:8]([C:9]([CH3:10])=[O:11])([C:12](=[O:13])[O:14][CH3:15])[C:16]([C:17]#[N:18])=[C:19]1[O:20][CH3:21],[CH3][O][C]#[C][C]#[N].[CH3][NH][C](=[O])[C]([CH3])=[O+][C-]([C]([CH3])=[O])[C](=[O])[O][CH3]>>[CH3][O][C]1=[C]([C]#[N])[C]([C]([CH3])=[O])([C](=[O])[O][CH3])[O][C]1([C]([NH][CH3])=[O])[CH3]
493,493,539,[CH3:13][C:14](=[O:15])[C-:16]([CH3:17])[NH+:18]=[CH:19][C:20]#[N:21].[CH3:1][C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[CH3:1][C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[CH:8]2[CH:9]3[CH:10]([CH:11]1[O:12]2)[CH:19]([C:20]#[N:21])[NH:18][C:16]3([C:14]([CH3:13])=[O:15])[CH3:17],water,298.15,14.9591942130388,-43.5354439564205,[CH3:13][C:14](=[O:15])[C-:16]([CH3:17])[NH+:18]=[CH:19][C:20]#[N:21].[CH3:1][C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[CH:1]12[CH:2]([C:13]#[N:18])[NH:21][C:16]([C:8](=[O:12])[CH3:14])([CH3:19])[CH:17]1[CH:3]1[C:11]([C:9]([F:5])([F:6])[F:7])=[C:4]([CH3:20])[CH:10]2[O:15]1,[CH3:1][C:2](=[O:3])[C-:4]([CH3:5])[NH+:6]=[CH:7][C:8]#[N:9].[CH:10]1=[CH:21][CH:13]2[O:12][CH:11]1[C:19]([CH3:20])=[C:14]2[C:15]([F:16])([F:17])[F:18]>>[CH3:1][C:2](=[O:3])[C:4]1([CH3:5])[NH:6][CH:7]([C:8]#[N:9])[CH:10]2[CH:11]3[O:12][CH:13]([C:14]([C:15]([F:16])([F:17])[F:18])=[C:19]3[CH3:20])[CH:21]12,[CH3][C](=[O])[C-]([CH3])[NH+]=[CH][C]#[N].[CH3][C]1=[C]([C]([F])([F])[F])[CH]2[CH]=[CH][CH]1[O]2>>[CH3][C]1=[C]([C]([F])([F])[F])[CH]2[CH]3[CH]([CH]1[O]2)[CH]([C]#[N])[NH][C]3([C]([CH3])=[O])[CH3]
494,494,540,[CH3:13][C:14](=[O:15])[C-:16]([CH3:17])[NH+:18]=[CH:19][C:20]#[N:21].[CH3:1][C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[CH3:1][C:2]12[C:3]([C:4]([F:5])([F:6])[F:7])([CH:8]3[CH:9]=[CH:10][CH:11]1[O:12]3)[C:16]([C:14]([CH3:13])=[O:15])([CH3:17])[NH:18][CH:19]2[C:20]#[N:21],water,298.15,27.7638902095439,-18.1777603329343,[CH3:13][C:14](=[O:15])[C-:16]([CH3:17])[NH+:18]=[CH:19][C:20]#[N:21].[CH3:1][C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[C:1]12([C:4]([F:5])([F:6])[F:7])[C:3]([CH3:2])([C:17](=[O:15])[CH3:19])[NH:21][CH:9]([C:11]#[N:18])[C:16]1([CH3:13])[CH:20]1[CH:10]=[CH:14][CH:8]2[O:12]1,[CH3:1][C:2](=[O:3])[C-:4]([CH3:5])[NH+:6]=[CH:7][C:8]#[N:9].[C:10]1([CH3:11])=[C:17]([C:18]([F:19])([F:20])[F:21])[CH:15]2[CH:14]=[CH:13][CH:12]1[O:16]2>>[CH3:1][C:2](=[O:3])[C:4]1([CH3:5])[NH:6][CH:7]([C:8]#[N:9])[C:10]2([CH3:11])[CH:12]3[CH:13]=[CH:14][CH:15]([O:16]3)[C:17]12[C:18]([F:19])([F:20])[F:21],[CH3][C](=[O])[C-]([CH3])[NH+]=[CH][C]#[N].[CH3][C]1=[C]([C]([F])([F])[F])[CH]2[CH]=[CH][CH]1[O]2>>[CH3][C]12[C]([C]([F])([F])[F])([CH]3[CH]=[CH][CH]1[O]3)[C]([C]([CH3])=[O])([CH3])[NH][CH]2[C]#[N]
495,495,541,[CH3:13][C:14](=[O:15])[C-:16]([CH3:17])[NH+:18]=[CH:19][C:20]#[N:21].[CH3:1][C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[CH3:1][C:2]12[C:3]([C:4]([F:5])([F:6])[F:7])([CH:8]3[CH:9]=[CH:10][CH:11]1[O:12]3)[CH:19]([C:20]#[N:21])[NH:18][C:16]2([C:14]([CH3:13])=[O:15])[CH3:17],water,298.15,17.383509185534,-18.2236013158716,[CH3:13][C:14](=[O:15])[C-:16]([CH3:17])[NH+:18]=[CH:19][C:20]#[N:21].[CH3:1][C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[C:1]12([C:3]([F:5])([F:6])[F:7])[C:11]([CH3:10])([CH:4]3[O:12][CH:13]1[CH:8]=[CH:19]3)[C:9]([C:2]([CH3:14])=[O:15])([CH3:16])[NH:21][CH:20]2[C:17]#[N:18],[CH3:1][C:2](=[O:3])[C-:4]([CH3:5])[NH+:6]=[CH:7][C:8]#[N:9].[C:10]1([C:11]([F:12])([F:13])[F:14])=[C:20]([CH3:21])[CH:18]2[CH:17]=[CH:16][CH:15]1[O:19]2>>[CH3:1][C:2](=[O:3])[C:4]1([CH3:5])[NH:6][CH:7]([C:8]#[N:9])[C:10]2([C:11]([F:12])([F:13])[F:14])[CH:15]3[CH:16]=[CH:17][CH:18]([O:19]3)[C:20]12[CH3:21],[CH3][C](=[O])[C-]([CH3])[NH+]=[CH][C]#[N].[CH3][C]1=[C]([C]([F])([F])[F])[CH]2[CH]=[CH][CH]1[O]2>>[CH3][C]12[C]([C]([F])([F])[F])([CH]3[CH]=[CH][CH]1[O]3)[CH]([C]#[N])[NH][C]2([C]([CH3])=[O])[CH3]
496,496,542,[CH3:13][C:14](=[O:15])[C-:16]([CH3:17])[NH+:18]=[CH:19][C:20]#[N:21].[CH3:1][C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[CH3:1][C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[CH:8]2[CH:9]3[CH:10]([CH:11]1[O:12]2)[C:16]([C:14]([CH3:13])=[O:15])([CH3:17])[NH:18][CH:19]3[C:20]#[N:21],water,298.15,12.3364429513029,-41.9321365688301,[CH3:13][C:14](=[O:15])[C-:16]([CH3:17])[NH+:18]=[CH:19][C:20]#[N:21].[CH3:1][C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[C:1]([CH3:2])([C:13]1([CH3:10])[CH:17]2[CH:16]([CH:14]([C:3]#[N:21])[NH:18]1)[CH:19]1[C:11]([C:8]([F:5])([F:6])[F:7])=[C:4]([CH3:9])[CH:20]2[O:12]1)=[O:15],[CH3:1][C:2](=[O:3])[C-:4]([CH3:5])[NH+:6]=[CH:7][C:8]#[N:9].[CH:10]1=[CH:21][CH:13]2[O:12][CH:11]1[C:16]([C:17]([F:18])([F:19])[F:20])=[C:14]2[CH3:15]>>[CH3:1][C:2](=[O:3])[C:4]1([CH3:5])[NH:6][CH:7]([C:8]#[N:9])[CH:10]2[CH:11]3[O:12][CH:13]([C:14]([CH3:15])=[C:16]3[C:17]([F:18])([F:19])[F:20])[CH:21]12,[CH3][C](=[O])[C-]([CH3])[NH+]=[CH][C]#[N].[CH3][C]1=[C]([C]([F])([F])[F])[CH]2[CH]=[CH][CH]1[O]2>>[CH3][C]1=[C]([C]([F])([F])[F])[CH]2[CH]3[CH]([CH]1[O]2)[C]([C]([CH3])=[O])([CH3])[NH][CH]3[C]#[N]
497,497,543,[CH3:12][NH:13][C:14](=[O:15])[C:16]([CH3:17])=[NH+:18][C-:19]([CH3:20])[C:21]#[N:22].[N:1]#[C:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[N:1]#[C:2][C:3]12[C:4]([C:5]#[N:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:19]([CH3:20])([C:21]#[N:22])[NH:18][C:16]2([C:14]([NH:13][CH3:12])=[O:15])[CH3:17],water,298.15,5.56437041236776,-32.3287203200901,[CH3:12][NH:13][C:14](=[O:15])[C:16]([CH3:17])=[NH+:18][C-:19]([CH3:20])[C:21]#[N:22].[N:1]#[C:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[N:1]#[C:14][C:21]12[C:8]([C:7]#[N:6])([CH3:17])[NH:22][C:16]([C:2](=[O:11])[NH:18][CH3:10])([CH3:12])[C:19]1([C:20]#[N:13])[CH:4]1[CH:5]=[CH:3][CH:9]2[O:15]1,[CH3:1][NH:2][C:3](=[O:4])[C:5]([CH3:6])=[NH+:7][C-:8]([CH3:9])[C:10]#[N:11].[C:12]1([C:13]#[N:14])=[C:20]([C:21]#[N:22])[CH:18]2[CH:17]=[CH:16][CH:15]1[O:19]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([CH3:6])[NH:7][C:8]([CH3:9])([C:10]#[N:11])[C:12]2([C:13]#[N:14])[CH:15]3[CH:16]=[CH:17][CH:18]([O:19]3)[C:20]12[C:21]#[N:22],[CH3][NH][C](=[O])[C]([CH3])=[NH+][C-]([CH3])[C]#[N].[N]#[C][C]1=[C]([C]#[N])[CH]2[CH]=[CH][CH]1[O]2>>[N]#[C][C]12[C]([C]#[N])([CH]3[CH]=[CH][CH]1[O]3)[C]([CH3])([C]#[N])[NH][C]2([C]([NH][CH3])=[O])[CH3]
498,498,544,[CH3:12][NH:13][C:14](=[O:15])[C:16]([CH3:17])=[NH+:18][C-:19]([CH3:20])[C:21]#[N:22].[N:1]#[C:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[N:1]#[C:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[C:19]([CH3:20])([C:21]#[N:22])[NH:18][C:16]3([C:14]([NH:13][CH3:12])=[O:15])[CH3:17],water,298.15,9.36804537666839,-46.7551450721454,[CH3:12][NH:13][C:14](=[O:15])[C:16]([CH3:17])=[NH+:18][C-:19]([CH3:20])[C:21]#[N:22].[N:1]#[C:2][C:3]1=[C:4]([C:5]#[N:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[N:1]#[C:3][C:4]1([CH3:2])[CH:10]2[CH:8]([C:9]([C:5]([NH:6][CH3:7])=[O:11])([CH3:20])[NH:18]1)[CH:17]1[O:15][CH:14]2[C:16]([C:19]#[N:22])=[C:21]1[C:12]#[N:13],[CH3:1][NH:2][C:3](=[O:4])[C:5]([CH3:6])=[NH+:7][C-:8]([CH3:9])[C:10]#[N:11].[CH:12]1=[CH:22][CH:15]2[O:14][CH:13]1[C:19]([C:20]#[N:21])=[C:16]2[C:17]#[N:18]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([CH3:6])[NH:7][C:8]([CH3:9])([C:10]#[N:11])[CH:12]2[CH:13]3[O:14][CH:15]([C:16]([C:17]#[N:18])=[C:19]3[C:20]#[N:21])[CH:22]12,[CH3][NH][C](=[O])[C]([CH3])=[NH+][C-]([CH3])[C]#[N].[N]#[C][C]1=[C]([C]#[N])[CH]2[CH]=[CH][CH]1[O]2>>[N]#[C][C]1=[C]([C]#[N])[CH]2[CH]3[CH]([CH]1[O]2)[C]([CH3])([C]#[N])[NH][C]3([C]([NH][CH3])=[O])[CH3]
499,499,545,[CH3:13][NH:14][C:15](=[O:16])[C:17]#[N+:18][N-:19][C:20]#[N:21].[CH3:1][NH:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[NH:8][CH3:9])=[C:10]([F:11])[F:12]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]([F:11])([F:12])[C:17]([C:15]([NH:14][CH3:13])=[O:16])=[N:18][N:19]1[C:20]#[N:21],water,298.15,24.9379728420867,-35.2310972332922,[CH3:13][NH:14][C:15](=[O:16])[C:17]#[N+:18][N-:19][C:20]#[N:21].[CH3:1][NH:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[NH:8][CH3:9])=[C:10]([F:11])[F:12]>>[C:1]1([C:15](=[O:4])[NH:19][CH3:6])=[N:21][N:8]([C:5]#[N:18])[C:9]([C:10]([NH:14][CH3:3])=[O:16])([C:17]([NH:2][CH3:20])=[O:7])[C:13]1([F:11])[F:12],[CH3:1][NH:2][C:3](=[O:4])[C:5]#[N+:6][N-:7][C:8]#[N:9].[C:10]([C:11](=[O:12])[NH:13][CH3:14])([C:15](=[O:16])[NH:17][CH3:18])=[C:19]([F:20])[F:21]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[N:6][N:7]([C:8]#[N:9])[C:10]([C:11](=[O:12])[NH:13][CH3:14])([C:15](=[O:16])[NH:17][CH3:18])[C:19]1([F:20])[F:21],[CH3][NH][C](=[O])[C]#[N+][N-][C]#[N].[CH3][NH][C](=[O])[C]([C](=[O])[NH][CH3])=[C]([F])[F]>>[CH3][NH][C](=[O])[C]1([C](=[O])[NH][CH3])[C]([F])([F])[C]([C]([NH][CH3])=[O])=[N][N]1[C]#[N]
500,500,546,[CH3:13][NH:14][C:15](=[O:16])[C:17]#[N+:18][N-:19][C:20]#[N:21].[CH3:1][NH:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[NH:8][CH3:9])=[C:10]([F:11])[F:12]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]([F:11])([F:12])[N:19]([C:20]#[N:21])[N:18]=[C:17]1[C:15]([NH:14][CH3:13])=[O:16],water,298.15,21.3293796445068,-41.3345749913169,[CH3:13][NH:14][C:15](=[O:16])[C:17]#[N+:18][N-:19][C:20]#[N:21].[CH3:1][NH:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[NH:8][CH3:9])=[C:10]([F:11])[F:12]>>[CH3:1][NH:18][C:9]([C:3]1=[N:14][N:19]([C:13]#[N:21])[C:17]([F:11])([F:12])[C:6]1([C:5](=[O:7])[NH:8][CH3:20])[C:10]([NH:2][CH3:15])=[O:4])=[O:16],[CH3:1][NH:2][C:3](=[O:4])[C:5]#[N+:6][N-:7][C:8]#[N:9].[C:10]([F:11])([F:12])=[C:13]([C:14](=[O:15])[NH:16][CH3:17])[C:18](=[O:19])[NH:20][CH3:21]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[N:6][N:7]([C:8]#[N:9])[C:10]([F:11])([F:12])[C:13]1([C:14](=[O:15])[NH:16][CH3:17])[C:18](=[O:19])[NH:20][CH3:21],[CH3][NH][C](=[O])[C]#[N+][N-][C]#[N].[CH3][NH][C](=[O])[C]([C](=[O])[NH][CH3])=[C]([F])[F]>>[CH3][NH][C](=[O])[C]1([C](=[O])[NH][CH3])[C]([F])([F])[N]([C]#[N])[N]=[C]1[C]([NH][CH3])=[O]
501,501,547,[CH3:19][C:20]#[N+:21][NH-:22].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[C:8]#[C:9][C:10]([C:11]#[N:12])([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[c:8]2[c:9]([c:20]([CH3:19])[n:21][nH:22]2)[C:10]([C:11]#[N:12])([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1,water,298.15,6.71686643498023,-94.8629706889665,[CH3:19][C:20]#[N+:21][NH-:22].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[C:8]#[C:9][C:10]([C:11]#[N:12])([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[C:1]([C:15]1([C:9](=[O:4])[NH:12][CH3:16])[c:6]2[c:13]([c:5]([CH3:8])[n:2][nH:21]2)[C:10]([C:11]#[N:7])([C:19]#[N:14])[CH2:3][CH2:20][CH2:18][CH2:17]1)#[N:22],[C:18]([CH3:19])#[N+:20][NH-:21].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[CH2:8][CH2:9][CH2:10][CH2:11][C:12]([C:13]#[N:14])([C:15]#[N:16])[C:17]#[C:22]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[CH2:8][CH2:9][CH2:10][CH2:11][C:12]([C:13]#[N:14])([C:15]#[N:16])[c:17]2[c:18]([CH3:19])[n:20][nH:21][c:22]21,[CH3][C]#[N+][NH-].[CH3][NH][C](=[O])[C]1([C]#[N])[C]#[C][C]([C]#[N])([C]#[N])[CH2][CH2][CH2][CH2]1>>[CH3][NH][C](=[O])[C]1([C]#[N])[c]2[c]([c]([CH3])[n][nH]2)[C]([C]#[N])([C]#[N])[CH2][CH2][CH2][CH2]1
502,502,549,[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2.[NH-:10][NH+:11]=[CH:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[CH3:1][C:2]12[C:3]([Br:4])([CH:5]3[CH:6]=[CH:7][CH:8]1[O:9]3)[NH:10][NH:11][CH:12]2[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,water,298.15,16.3731822243577,-33.0920671601793,[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2.[NH-:10][NH+:11]=[CH:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[cH:1]1[cH:3][c:17]([CH:8]2[NH:11][NH:10][C:13]3([Br:4])[C:12]2([CH3:2])[CH:5]2[CH:6]=[CH:7][CH:16]3[O:9]2)[cH:14][cH:15][cH:18]1,[CH3:1][C:2]1=[C:8]([Br:9])[CH:6]2[CH:5]=[CH:4][CH:3]1[O:7]2.[NH-:10][NH+:11]=[CH:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[CH3:1][C:2]12[CH:3]3[CH:4]=[CH:5][CH:6]([O:7]3)[C:8]1([Br:9])[NH:10][NH:11][CH:12]2[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,[CH3][C]1=[C]([Br])[CH]2[CH]=[CH][CH]1[O]2.[NH-][NH+]=[CH][c]1[cH][cH][cH][cH][cH]1>>[CH3][C]12[C]([Br])([CH]3[CH]=[CH][CH]1[O]3)[NH][NH][CH]2[c]1[cH][cH][cH][cH][cH]1
503,503,550,[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2.[NH-:10][NH+:11]=[CH:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[CH3:1][C:2]12[C:3]([Br:4])([CH:5]3[CH:6]=[CH:7][CH:8]1[O:9]3)[CH:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[NH:11][NH:10]2,water,298.15,15.1583804253851,-29.3584646019012,[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2.[NH-:10][NH+:11]=[CH:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[cH:1]1[c:16]([CH:2]2[C:3]3([Br:4])[CH:8]4[O:9][CH:6]([CH:13]=[CH:17]4)[C:14]3([CH3:12])[NH:10][NH:11]2)[cH:5][cH:7][cH:15][cH:18]1,[CH3:1][C:2]1=[C:12]([Br:13])[CH:14]2[CH:15]=[CH:16][CH:17]1[O:18]2.[NH-:3][NH+:4]=[CH:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[CH3:1][C:2]12[NH:3][NH:4][CH:5]([c:6]3[cH:7][cH:8][cH:9][cH:10][cH:11]3)[C:12]1([Br:13])[CH:14]1[CH:15]=[CH:16][CH:17]2[O:18]1,[CH3][C]1=[C]([Br])[CH]2[CH]=[CH][CH]1[O]2.[NH-][NH+]=[CH][c]1[cH][cH][cH][cH][cH]1>>[CH3][C]12[C]([Br])([CH]3[CH]=[CH][CH]1[O]3)[CH]([c]1[cH][cH][cH][cH][cH]1)[NH][NH]2
